Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-02-21,68633239,dw,top_control,GE,GDT650SMVES_GDT650SYVFS,GDT650SMVES_GDT650SYVFS,,us,retail,geappliances,,Positive,use,,The jet spray and steam clean is great!,[ Great features and QUIET ] || ---------------- || Quiet and Quick. LOVE it! The jet spray and steam clean is great!,[ Great features and QUIET ] || ---------------- || Quiet and Quick... LOVE it! The jet spray and steam clean is great!,Not verified,,5.0
25-02-19,68522678,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,naver_shop,,Positive,,,"Auntie, who is highly praised by others.","[ I bought and used it for the first time 13 years after my aunt got married, and I understand why I have to take care of my aunt. It seems to be a dishwasher that satisfies all the conditions, including performance and design. The purchase cost may be burdensome. ] || ---------------- || Auntie, who is highly praised by others. I bought it for the first time in 13 years after marriage and used it. I understand why you should take care of Auntie. It seems to be a dishwasher that satisfies all the conditions, including the product's performance and design. It may be expensive to buy, but I recommend it because I think I will continue to take care of Auntie.",[ 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 ] || ---------------- || 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 있겠지만저는 계속 이모님을 모실 거 같아 추천드려요,Not verified,,5.0
25-02-19,68522678,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,naver_shop,,Neutral,purchase,,I bought it for the first time in 13 years after marriage and used it.,"[ I bought and used it for the first time 13 years after my aunt got married, and I understand why I have to take care of my aunt. It seems to be a dishwasher that satisfies all the conditions, including performance and design. The purchase cost may be burdensome. ] || ---------------- || Auntie, who is highly praised by others. I bought it for the first time in 13 years after marriage and used it. I understand why you should take care of Auntie. It seems to be a dishwasher that satisfies all the conditions, including the product's performance and design. It may be expensive to buy, but I recommend it because I think I will continue to take care of Auntie.",[ 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 ] || ---------------- || 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 있겠지만저는 계속 이모님을 모실 거 같아 추천드려요,Not verified,,5.0
25-02-19,68522678,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,naver_shop,,Neutral,,Service,I understand why you should take care of Auntie.,"[ I bought and used it for the first time 13 years after my aunt got married, and I understand why I have to take care of my aunt. It seems to be a dishwasher that satisfies all the conditions, including performance and design. The purchase cost may be burdensome. ] || ---------------- || Auntie, who is highly praised by others. I bought it for the first time in 13 years after marriage and used it. I understand why you should take care of Auntie. It seems to be a dishwasher that satisfies all the conditions, including the product's performance and design. It may be expensive to buy, but I recommend it because I think I will continue to take care of Auntie.",[ 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 ] || ---------------- || 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 있겠지만저는 계속 이모님을 모실 거 같아 추천드려요,Not verified,,5.0
25-02-19,68522678,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,naver_shop,,Positive,use,Design,"It seems to be a dishwasher that satisfies all the conditions, including the product's performance and design.","[ I bought and used it for the first time 13 years after my aunt got married, and I understand why I have to take care of my aunt. It seems to be a dishwasher that satisfies all the conditions, including performance and design. The purchase cost may be burdensome. ] || ---------------- || Auntie, who is highly praised by others. I bought it for the first time in 13 years after marriage and used it. I understand why you should take care of Auntie. It seems to be a dishwasher that satisfies all the conditions, including the product's performance and design. It may be expensive to buy, but I recommend it because I think I will continue to take care of Auntie.",[ 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 ] || ---------------- || 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 있겠지만저는 계속 이모님을 모실 거 같아 추천드려요,Not verified,,5.0
25-02-19,68522678,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,naver_shop,,Very Positive,purchase,Price,"It may be expensive to buy, but I recommend it because I think I will continue to take care of Auntie.","[ I bought and used it for the first time 13 years after my aunt got married, and I understand why I have to take care of my aunt. It seems to be a dishwasher that satisfies all the conditions, including performance and design. The purchase cost may be burdensome. ] || ---------------- || Auntie, who is highly praised by others. I bought it for the first time in 13 years after marriage and used it. I understand why you should take care of Auntie. It seems to be a dishwasher that satisfies all the conditions, including the product's performance and design. It may be expensive to buy, but I recommend it because I think I will continue to take care of Auntie.",[ 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 ] || ---------------- || 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 있겠지만저는 계속 이모님을 모실 거 같아 추천드려요,Not verified,,5.0
25-02-19,68522678,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,naver_shop,,Very Positive,purchase,Service,"It may be expensive to buy, but I recommend it because I think I will continue to take care of Auntie.","[ I bought and used it for the first time 13 years after my aunt got married, and I understand why I have to take care of my aunt. It seems to be a dishwasher that satisfies all the conditions, including performance and design. The purchase cost may be burdensome. ] || ---------------- || Auntie, who is highly praised by others. I bought it for the first time in 13 years after marriage and used it. I understand why you should take care of Auntie. It seems to be a dishwasher that satisfies all the conditions, including the product's performance and design. It may be expensive to buy, but I recommend it because I think I will continue to take care of Auntie.",[ 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 ] || ---------------- || 다른이들이 극찬하는 이모님결혼 후 13년만에 첨 구입하여 사용해보니왜 이모님을 모셔야하는지 알겠네요제품의 성능 및 디자인 등 조건을 모두 갖춘식세기인 듯 싶네요구입비용이 부담될 수 있겠지만저는 계속 이모님을 모실 거 같아 추천드려요,Not verified,,5.0
25-02-19,72814354,dw,freestanding,LG,Objet_collection,DFE6BG,ASIA,kr,retail,lg_com_kr,,Positive,use,,Easy to wash and sterilization is possible with the steam hot air function.,Easy to wash and sterilization is possible with the steam hot air function.,설거지히기 편하고 살균도 스팀 열풍기능  만족합니다  ᆢ,Not verified,,5.0
25-02-19,72821190,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Positive,purchase,Durability,I bought all my home appliances from LG and I love it!,I bought all my home appliances from LG and I love it! The new world of the ThinkQ app.,lg로 가전 다 맞췄는데 너무 좋아요! 띵큐앱 신세계...ㅎ,Not verified,,5.0
25-02-19,72821190,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Positive,purchase,Service,I bought all my home appliances from LG and I love it!,I bought all my home appliances from LG and I love it! The new world of the ThinkQ app.,lg로 가전 다 맞췄는데 너무 좋아요! 띵큐앱 신세계...ㅎ,Not verified,,5.0
25-02-19,72821190,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Neutral,,Easy_Use,The new world of the ThinkQ app.,I bought all my home appliances from LG and I love it! The new world of the ThinkQ app.,lg로 가전 다 맞췄는데 너무 좋아요! 띵큐앱 신세계...ㅎ,Not verified,,5.0
25-02-19,72821191,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Positive,"deliver,onboard",Delivery_Installation,Fast delivery and installation.,Fast delivery and installation. Friendly explanation.,빠른 배송 설치 친절한 설명,Not verified,,5.0
25-02-19,72821191,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Positive,,Easy_Use,Friendly explanation.,Fast delivery and installation. Friendly explanation.,빠른 배송 설치 친절한 설명,Not verified,,5.0
25-02-19,72821192,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Positive,use,,I love it.,"I love it. It's a new world. It's convenient because there's a separate fan stand, and the way to store dishes is something you get used to after a little while. Buy it right away.",너무 좋아요 신세계입니다 팬 거치대도 따로 있어서 편리하고 그릇 수납 하는 방법은 조금 하다보면 익숙해져요진짜 바로 사세요,Not verified,,5.0
25-02-19,72821192,dw,builtin,LG,Objet_collection,DUE6BGL1,ASIA,kr,retail,lg_com_kr,,Neutral,,,It's a new world.,"I love it. It's a new world. It's convenient because there's a separate fan stand, and the way to store dishes is something you get used to after a little while. Buy it right away.",너무 좋아요 신세계입니다 팬 거치대도 따로 있어서 편리하고 그릇 수납 하는 방법은 조금 하다보면 익숙해져요진짜 바로 사세요,Not verified,,5.0
