Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
26-02-25,82497408,dw,top_control,KITCHENAID,KDTS324SPS,KDTS324SPS,,us,retail,costco,,Neutral,onboard,Delivery_Installation,He did a quick installation.,[ Installed ] || ---------------- || The dishwasher was delivered and installed by Christian today. He did a quick installation. He was friendly and knowledgeable. I am very pkeased.,[ Installed ] || ---------------- || The dishwasher was delivered and installed by Christian today. He did a quick installation. He was friendly and knowledgeable. I am very pkeased.,Not verified,,5.0
26-02-23,81596852,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,"When we first moved into our new home, we used a lot of dishes, but thanks to the dishwasher, I no longer have to worry about washing dishes.","The number one appliance I wanted as a newlywed was a dishwasher. When we first moved into our new home, we used a lot of dishes, but thanks to the dishwasher, I no longer have to worry about washing dishes. I'm even more satisfied with the design, which doesn't detract from the interior design.","신혼 가전으로 가지고 싶었던 1등 제품 바로 식기세척기예요. 초기에 집들이 하면서 접시를 많이 썼는데, 식기세척기 덕분에 설거지 걱정이 사라졌답니다. 인테리어에 해치지 않는 디자인으로 더욱더 만족스러워요.",Not verified,,5.0
26-02-23,81596852,dw,builtin,LG,Objet_collection,DEE6BGE_DEE6EWE,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,"I'm even more satisfied with the design, which doesn't detract from the interior design.","The number one appliance I wanted as a newlywed was a dishwasher. When we first moved into our new home, we used a lot of dishes, but thanks to the dishwasher, I no longer have to worry about washing dishes. I'm even more satisfied with the design, which doesn't detract from the interior design.","신혼 가전으로 가지고 싶었던 1등 제품 바로 식기세척기예요. 초기에 집들이 하면서 접시를 많이 썼는데, 식기세척기 덕분에 설거지 걱정이 사라졌답니다. 인테리어에 해치지 않는 디자인으로 더욱더 만족스러워요.",Not verified,,5.0
26-02-23,81597536,dw,top_control,LG,DB375TXS,DB375TXS,EU,es,retail,lg_com_es,,Positive,use,Noise_Vibration,"I'm delighted with this dishwasher; the baskets are very functional, it's very quiet, it has many programs that adapt to everyday needs, and on top of that, it's energy efficient.","[ It meets my expectations ] || ---------------- || I'm delighted with this dishwasher; the baskets are very functional, it's very quiet, it has many programs that adapt to everyday needs, and on top of that, it's energy efficient.","[ Cumple con mis expectativas ] || ---------------- || Estoy encantada con este lavavajillas, las cestas son muy funcionales, no hace apenas ruido, tiene muchos programas que se adaptan a las necesidades de cada día y encima consume poco.",Not verified,Originally posted on DF273FV,5.0
26-02-23,81597537,dw,top_control,LG,DB375TXS,DB375TXS,EU,es,retail,lg_com_es,,Negative,purchase,,"We bought the dishwasher, and it arrived with a crooked door.","[ Terrible service ] || ---------------- || We bought the dishwasher, and it arrived with a crooked door. We've been requesting a replacement since February 1st. Two people have already come to check the door, and we've made countless calls and emails—all polite words, but nothing has been resolved. It's February 23rd, and we still can't use the dishwasher.","[ Servicio nefasto ] || ---------------- || Compramos el lavavajillas, venia con la puerta torcida, llevamos desde el 1 de febrero reclamando para que nos lo cambien, ya han venido dos personas a comprobar la puerta, mil llamadas, mil mails todo palabras amables pero no lo solucionan. Estamos a 23 de febrero y seguimos con el lavavajillas sin poder utilizarlo",Not verified,Originally posted on DF273FV,1.0
26-02-23,81597537,dw,top_control,LG,DB375TXS,DB375TXS,EU,es,retail,lg_com_es,,Neutral,"maintain,replace",Service,We've been requesting a replacement since February 1st.,"[ Terrible service ] || ---------------- || We bought the dishwasher, and it arrived with a crooked door. We've been requesting a replacement since February 1st. Two people have already come to check the door, and we've made countless calls and emails—all polite words, but nothing has been resolved. It's February 23rd, and we still can't use the dishwasher.","[ Servicio nefasto ] || ---------------- || Compramos el lavavajillas, venia con la puerta torcida, llevamos desde el 1 de febrero reclamando para que nos lo cambien, ya han venido dos personas a comprobar la puerta, mil llamadas, mil mails todo palabras amables pero no lo solucionan. Estamos a 23 de febrero y seguimos con el lavavajillas sin poder utilizarlo",Not verified,Originally posted on DF273FV,1.0
26-02-23,81597537,dw,top_control,LG,DB375TXS,DB375TXS,EU,es,retail,lg_com_es,,Negative,maintain,Service,"Two people have already come to check the door, and we've made countless calls and emails—all polite words, but nothing has been resolved.","[ Terrible service ] || ---------------- || We bought the dishwasher, and it arrived with a crooked door. We've been requesting a replacement since February 1st. Two people have already come to check the door, and we've made countless calls and emails—all polite words, but nothing has been resolved. It's February 23rd, and we still can't use the dishwasher.","[ Servicio nefasto ] || ---------------- || Compramos el lavavajillas, venia con la puerta torcida, llevamos desde el 1 de febrero reclamando para que nos lo cambien, ya han venido dos personas a comprobar la puerta, mil llamadas, mil mails todo palabras amables pero no lo solucionan. Estamos a 23 de febrero y seguimos con el lavavajillas sin poder utilizarlo",Not verified,Originally posted on DF273FV,1.0
26-02-23,81597537,dw,top_control,LG,DB375TXS,DB375TXS,EU,es,retail,lg_com_es,,Negative,use,Delivery_Installation,"It's February 23rd, and we still can't use the dishwasher.","[ Terrible service ] || ---------------- || We bought the dishwasher, and it arrived with a crooked door. We've been requesting a replacement since February 1st. Two people have already come to check the door, and we've made countless calls and emails—all polite words, but nothing has been resolved. It's February 23rd, and we still can't use the dishwasher.","[ Servicio nefasto ] || ---------------- || Compramos el lavavajillas, venia con la puerta torcida, llevamos desde el 1 de febrero reclamando para que nos lo cambien, ya han venido dos personas a comprobar la puerta, mil llamadas, mil mails todo palabras amables pero no lo solucionan. Estamos a 23 de febrero y seguimos con el lavavajillas sin poder utilizarlo",Not verified,Originally posted on DF273FV,1.0
26-02-23,81597537,dw,top_control,LG,DB375TXS,DB375TXS,EU,es,retail,lg_com_es,,Negative,use,Easy_Use,"It's February 23rd, and we still can't use the dishwasher.","[ Terrible service ] || ---------------- || We bought the dishwasher, and it arrived with a crooked door. We've been requesting a replacement since February 1st. Two people have already come to check the door, and we've made countless calls and emails—all polite words, but nothing has been resolved. It's February 23rd, and we still can't use the dishwasher.","[ Servicio nefasto ] || ---------------- || Compramos el lavavajillas, venia con la puerta torcida, llevamos desde el 1 de febrero reclamando para que nos lo cambien, ya han venido dos personas a comprobar la puerta, mil llamadas, mil mails todo palabras amables pero no lo solucionan. Estamos a 23 de febrero y seguimos con el lavavajillas sin poder utilizarlo",Not verified,Originally posted on DF273FV,1.0
26-02-23,81598189,dw,front_control,BOSCH,4_series,SMS4HMW07E,EU,es,retail,bosch_home_es,,Neutral,,,I still need to see better,[ median ] || ---------------- || I still need to see better,[ mediana ] || ---------------- || todavia tengo que ver mejor,Not verified,,3.0
26-02-23,81598430,dw,accessory,LG,MJS65359001,MJS65359001,ASIA,kr,retail,lg_com_kr,,Positive,use,Easy_Use,I like it because it's easy to use and clean when I put it in the tablet detergent box.,I like it because it's easy to use and clean when I put it in the tablet detergent box.,태블릿 세제함에 넣으니 사용도 간편하고 깔끔해서 좋아요,Verified,,5.0
26-02-23,81598506,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,,I like it.,"I like it. I'm using it well. As expected, LG is the best when it comes to home appliances. I like it.",좋아요 잘 사용하고 있어요 역시가전은 엘지입니다. 좋아요,Verified,,5.0
26-02-23,81598506,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,,I'm using it well.,"I like it. I'm using it well. As expected, LG is the best when it comes to home appliances. I like it.",좋아요 잘 사용하고 있어요 역시가전은 엘지입니다. 좋아요,Verified,,5.0
26-02-23,81598506,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Very Positive,,,"As expected, LG is the best when it comes to home appliances.","I like it. I'm using it well. As expected, LG is the best when it comes to home appliances. I like it.",좋아요 잘 사용하고 있어요 역시가전은 엘지입니다. 좋아요,Verified,,5.0
26-02-23,81598506,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,,I like it.,"I like it. I'm using it well. As expected, LG is the best when it comes to home appliances. I like it.",좋아요 잘 사용하고 있어요 역시가전은 엘지입니다. 좋아요,Verified,,5.0
26-02-23,81598504,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Neutral,"purchase,replace",,I repurchased an LG dishwasher.,"I repurchased an LG dishwasher. The previous one worked fine for about eight years, but it broke, so I bought a new one. It's quiet and cleans well.","Lg 식세기 재구매 했어요. 이전 거 8년가량 잘 사용하다가 고장이 나서 이번에 새로 재구매 했어요. 조용하고, 새척이 잘되요.",Verified,,5.0
26-02-23,81598504,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Negative,replace,Durability,"The previous one worked fine for about eight years, but it broke, so I bought a new one.","I repurchased an LG dishwasher. The previous one worked fine for about eight years, but it broke, so I bought a new one. It's quiet and cleans well.","Lg 식세기 재구매 했어요. 이전 거 8년가량 잘 사용하다가 고장이 나서 이번에 새로 재구매 했어요. 조용하고, 새척이 잘되요.",Verified,,5.0
26-02-23,81598504,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,Noise_Vibration,It's quiet and cleans well.,"I repurchased an LG dishwasher. The previous one worked fine for about eight years, but it broke, so I bought a new one. It's quiet and cleans well.","Lg 식세기 재구매 했어요. 이전 거 8년가량 잘 사용하다가 고장이 나서 이번에 새로 재구매 했어요. 조용하고, 새척이 잘되요.",Verified,,5.0
26-02-23,81598504,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,Performance_Washing,It's quiet and cleans well.,"I repurchased an LG dishwasher. The previous one worked fine for about eight years, but it broke, so I bought a new one. It's quiet and cleans well.","Lg 식세기 재구매 했어요. 이전 거 8년가량 잘 사용하다가 고장이 나서 이번에 새로 재구매 했어요. 조용하고, 새척이 잘되요.",Verified,,5.0
26-02-23,81598507,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,,It's really good!,It's really good! I wish I had bought it quickly without hesitation~~. It's nice to not have to worry about it!,아주 좋아요! 고민없이 빨리 구매할걸 그랬어요~~ 부담없어 좋네요!,Verified,,5.0
26-02-23,81598507,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Positive,,Easy_Use,I wish I had bought it quickly without hesitation~~. It's nice to not have to worry about it!,It's really good! I wish I had bought it quickly without hesitation~~. It's nice to not have to worry about it!,아주 좋아요! 고민없이 빨리 구매할걸 그랬어요~~ 부담없어 좋네요!,Verified,,5.0
26-02-23,81598505,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Positive,use,Design,I like it because it matches the atmosphere of the house well and is the perfect size for the sink.,I like it because it matches the atmosphere of the house well and is the perfect size for the sink.,"집안 분위기에 잘 어울리고, 또 싱크대에 딱 알맞는 규격이어서 좋아요",Verified,,5.0
26-02-23,81598503,dw,builtin,LG,Objet_collection,DUE6BGL2E,ASIA,kr,retail,lg_com_kr,,Neutral,purchase,,"Hello, we're a newlywed couple who purchased a dishwasher through this event!","Hello, we're a newlywed couple who purchased a dishwasher through this event! Before, we were both working, so our days were busy: cooking, washing dishes, showering, and sleeping. Since installing the dishwasher, I feel like I've gained a little more freedom during the week. I feel like I can handle even the first few dishes with a lighter heart. I wish I'd purchased it at the same time as my new home appliances. I slightly regret only buying the basic appliances because I didn't have the money. Perhaps that's why I'm so satisfied with it now. If any newlyweds who are preparing for marriage have the money, I recommend purchasing it along with the basic appliances!",안녕하세요 이번 이벤트에 식기세척기를 구매 하게된 신혼부부입니다!그전까지는 맞벌이에 집 들어와 밥먹고 설거지 하고 씻고 자기 바쁜 나날이였습니다.식세기를 설치하고 평일에 자그마한 여유가 생긴것 같습니다.애벌 설거지를 해야되는것도 가벼운 마음으로 하게 된 것 같아요.신혼가전가구 구입할때 같이 구매를 진행할껄..여유가 없어 기초가전만 구매 한걸 살짝 후회하는 마음도 듭니다.그런 마음 때문인지 몰라도 지금 더 만족하며 사용하는거 일지도 모르겠습니다.이제 결혼을 준비하시는 신혼부부께서 혹시나 여유가 있으시다면 기초가전과 함께 같이 구매하는것을 추천드려요!,Verified,,5.0
