Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-10-26,56154728,dw,top_control,KITCHENAID,KDPM604KPS_KDPM604KBS,KDPM604KPS_KDPM604KBS,,us,retail,costco,,Positive,use,Performance_Washing,"Cleans, dries and is quiet.","[ Product is great, installation not ] || ---------------- || Works great. Cleans, dries and is quiet. Delivery and installation on the other hand were not great. Had to pay $125 to get it installed by the people Costco sent.","[ Product is great, installation not ] || ---------------- || Works great.  Cleans, dries and is quiet.  Delivery and installation on the other hand were not great.  Had to pay $125 to get it installed by the people Costco sent.",,,5.0
23-10-26,56157451,dw,top_control,BOSCH,4_series,SMV4ECX21E,EU,es,retail,bosch_home_es,,Positive,,,For now happy.,"[ Spacious and quiet ] || ---------------- || The dishwasher is quiet and spacious. I bought it replacing a Siemens that has lasted me 15 years. I hope it lasts the same. It can be connected to the network and you can control it from your mobile phone, which is very useful to put it into operation if you have cheaper daylight hours. When finished, the door opens automatically to cool the dishes. For now happy.","[ Amplio y silencioso ] || ---------------- || El lavavajillas es silencioso y amplio. Lo compro sustituyendo un Siemens que me ha durado 15 años. Espero aguante igual . Se puede conectar a la red y tu controlarlo desde el móvil, lo cual resulta muy útil para ponerlo en funcionamiento si tienes horario luz más económico. La puerta al terminar se abre automáticamente para enfriar la vajilla. De momento contento.",,,5.0
23-10-26,56157588,dw,top_control,BOSCH,6_series,SBD6TCX00E,EU,es,retail,bosch_home_es,,Positive,use,,"Great, we are very satisfied","[ Dishwasher ] || ---------------- || Great, we are very satisfied","[ Съдомиялна ] || ---------------- || Супер,много сме доволни",,,5.0
23-10-26,56157628,dw,top_control,BOSCH,6_series,SBD6TCX00E,EU,es,retail,bosch_home_es,,Neutral,,,If timet was projected instead of just light it would be more practical,[ Good ] || ---------------- || If timet was projected instead of just light it would be more practical,"[ Добра ] || ---------------- || Ако се проежектираше таймет, вместо само светлина би било по-практично",,,4.0
23-10-26,56164393,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,"Great dishwasher, great functions, The most important features: 1.","[ I recommend ] || ---------------- || Great dishwasher, great functions, The most important features: 1. Metal bottom 2. Hinged door 3. Third shelf 4. Smartphone-dishwasher connection using the Home Connect application I recommend a great product","[ Polecam ] || ---------------- || Super zmywarka, super funkcje,Najważniensze cechy:1. Metalowe dno2. Uchylane drzwi3. Trzecia półka4. Połaczenie smarfon- zmywarka za pomocą aplikacji Home ConnectPolecam super produkt",,,5.0
23-10-26,56164393,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Neutral,,Design,Metal bottom 2.,"[ I recommend ] || ---------------- || Great dishwasher, great functions, The most important features: 1. Metal bottom 2. Hinged door 3. Third shelf 4. Smartphone-dishwasher connection using the Home Connect application I recommend a great product","[ Polecam ] || ---------------- || Super zmywarka, super funkcje,Najważniensze cechy:1. Metalowe dno2. Uchylane drzwi3. Trzecia półka4. Połaczenie smarfon- zmywarka za pomocą aplikacji Home ConnectPolecam super produkt",,,5.0
23-10-26,56164393,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Neutral,,,Hinged door 3.,"[ I recommend ] || ---------------- || Great dishwasher, great functions, The most important features: 1. Metal bottom 2. Hinged door 3. Third shelf 4. Smartphone-dishwasher connection using the Home Connect application I recommend a great product","[ Polecam ] || ---------------- || Super zmywarka, super funkcje,Najważniensze cechy:1. Metalowe dno2. Uchylane drzwi3. Trzecia półka4. Połaczenie smarfon- zmywarka za pomocą aplikacji Home ConnectPolecam super produkt",,,5.0
23-10-26,56164393,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Neutral,,Easy_Use,Third shelf 4.,"[ I recommend ] || ---------------- || Great dishwasher, great functions, The most important features: 1. Metal bottom 2. Hinged door 3. Third shelf 4. Smartphone-dishwasher connection using the Home Connect application I recommend a great product","[ Polecam ] || ---------------- || Super zmywarka, super funkcje,Najważniensze cechy:1. Metalowe dno2. Uchylane drzwi3. Trzecia półka4. Połaczenie smarfon- zmywarka za pomocą aplikacji Home ConnectPolecam super produkt",,,5.0
23-10-26,56164393,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Very Positive,use,Easy_Use,Smartphone-dishwasher connection using the Home Connect application I recommend a great product,"[ I recommend ] || ---------------- || Great dishwasher, great functions, The most important features: 1. Metal bottom 2. Hinged door 3. Third shelf 4. Smartphone-dishwasher connection using the Home Connect application I recommend a great product","[ Polecam ] || ---------------- || Super zmywarka, super funkcje,Najważniensze cechy:1. Metalowe dno2. Uchylane drzwi3. Trzecia półka4. Połaczenie smarfon- zmywarka za pomocą aplikacji Home ConnectPolecam super produkt",,,5.0
23-10-26,56164400,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,"Silent dishwasher, leaves dishes shiny and clean.","[ Always Bosh quality ] || ---------------- || Silent dishwasher, leaves dishes shiny and clean. It came from an old Bosh dishwasher that was almost 20 years old and I still trust this brand. The app works very well, it has many options and configurations available.","[ Siempre calidad Bosh ] || ---------------- || Lavavajillas silencioso, deja la vajilla brillante y limpia.Venia de un antiguo lavavajillas bosh con casi 20 años y sigo con confiando en esta marca.La app funciona muy bien, tiene muchas opciones y configuraciónes disponibles.",,,5.0
23-10-26,56164400,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Positive,use,Performance_Washing,"Silent dishwasher, leaves dishes shiny and clean.","[ Always Bosh quality ] || ---------------- || Silent dishwasher, leaves dishes shiny and clean. It came from an old Bosh dishwasher that was almost 20 years old and I still trust this brand. The app works very well, it has many options and configurations available.","[ Siempre calidad Bosh ] || ---------------- || Lavavajillas silencioso, deja la vajilla brillante y limpia.Venia de un antiguo lavavajillas bosh con casi 20 años y sigo con confiando en esta marca.La app funciona muy bien, tiene muchas opciones y configuraciónes disponibles.",,,5.0
23-10-26,56164400,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Neutral,,,It came from an old Bosh dishwasher that was almost 20 years old and I still trust this brand.,"[ Always Bosh quality ] || ---------------- || Silent dishwasher, leaves dishes shiny and clean. It came from an old Bosh dishwasher that was almost 20 years old and I still trust this brand. The app works very well, it has many options and configurations available.","[ Siempre calidad Bosh ] || ---------------- || Lavavajillas silencioso, deja la vajilla brillante y limpia.Venia de un antiguo lavavajillas bosh con casi 20 años y sigo con confiando en esta marca.La app funciona muy bien, tiene muchas opciones y configuraciónes disponibles.",,,5.0
23-10-26,56164400,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Positive,use,Easy_Use,"The app works very well, it has many options and configurations available.","[ Always Bosh quality ] || ---------------- || Silent dishwasher, leaves dishes shiny and clean. It came from an old Bosh dishwasher that was almost 20 years old and I still trust this brand. The app works very well, it has many options and configurations available.","[ Siempre calidad Bosh ] || ---------------- || Lavavajillas silencioso, deja la vajilla brillante y limpia.Venia de un antiguo lavavajillas bosh con casi 20 años y sigo con confiando en esta marca.La app funciona muy bien, tiene muchas opciones y configuraciónes disponibles.",,,5.0
23-10-26,56164415,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Positive,use,Noise_Vibration,"Very well made, quiet, I don't even know it's working","[ A much better dishwasher than the one I had ] || ---------------- || Very well made, quiet, I don't even know it's working","[ Dużo lepsza zmywarka od tej którą miałem ] || ---------------- || Bardzo porządnie wykonana, cicha nawet nie wiem że pracuje",,,5.0
23-10-26,56164428,dw,front_control,BOSCH,4_series,SMS4EMI01E,EU,es,retail,bosch_home_es,,Very Positive,"purchase,use",,"Very good dishwasher, quiet, many programs, starter tablets + rinse aid, I am very pleased with the purchase, I highly recommend it.","[ I recommend ] || ---------------- || Very good dishwasher, quiet, many programs, starter tablets + rinse aid, I am very pleased with the purchase, I highly recommend it. The most important features: 1. Metal bottom 2. Opening door 3. Third shelf 4. Good energy class and low water consumption 5. Smartphone-device connection via the Home Connect application","[ Polecam ] || ---------------- || Bardzo dobra zmywarka, cicha, dużo programów, startowe tabletki + nabłyszczacz, jestem bardzo zadowolony z zakupu, gorąco polecam.Najważbiejsze cechy:1. Metalowe dno2. Otwierane drzwi3. Trzecia półka4. Dobra klasa.energetyczna i mał zużycie wody5. Połaczenie smartfon-urzadzenie za pomącą aplikacji Home Connect",,,5.0
